system:index,DEM,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SWIR,class,slope,year,LON,
2_56_0,764,0.15426493,0.4047428,0.6288144,-0.5973092,2097,0.03012,0.0342725,0.06147,0.04739,0.27355,0.18214,0.09007,0.18214,0,3.4721642,2015,-96.92197587,18.84993351
2_57_0,739,0.21826641,0.49938086,0.68659437,-0.58765996,2097,0.03084875,0.0339975,0.07135625,0.05375625,0.26688125,0.19337375,0.0984575,0.19337375,0,3.3994355,2015,-96.9252098,18.83160788
2_58_0,2201,0.33909193,0.6486027,0.83548695,-0.77321917,1511,0.01615,0.0178275,0.04035,0.028305,0.31304,0.15266,0.067355,0.15266,0,14.678804,2015,-97.11708994,19.38461077
2_59_0,1473,0.119075134,0.39295548,0.7001939,-0.6334953,1139,0.02935,0.029845,0.0536325,0.040955,0.2433275,0.1850825,0.100025,0.1850825,0,19.481388,2015,-97.22354031,18.78768026
2_60_0,1359,0.30579132,0.61266565,0.8192821,-0.75336975,1699,0.0231075,0.027535,0.0545125,0.03896125,0.41314,0.20744,0.092655,0.20744,0,12.672096,2015,-97.03031269,19.39458207
2_61_0,2139,0.38039297,0.66005987,0.8578856,-0.7778607,1484,0.0121075,0.0126025,0.031165,0.01857,0.27872,0.1219975,0.0531375,0.1219975,0,23.734472,2015,-97.13784103,19.34903748
2_62_0,1378,0.23482412,0.5171147,0.72986674,-0.66552764,1760,0.0364725,0.03947,0.069995,0.055145,0.318375,0.2114,0.1115475,0.2114,0,1.9597288,2015,-97.11978489,18.88308135
2_63_0,814,0.3831578,0.6603553,0.8563962,-0.7572544,1858,0.02578875,0.02336875,0.03893375,0.021155,0.3020675,0.1292025,0.05905,0.1292025,0,11.001767,2015,-96.83250366,18.93212936
2_64_0,656,0.24172236,0.5133141,0.68756175,-0.611317,2062,0.033915,0.040625,0.06695625,0.0514875,0.322995,0.19072,0.09876,0.19072,0,4.188717,2015,-96.87400583,18.89817304
2_65_0,767,0.20419458,0.45312673,0.63243884,-0.5762406,2097,0.03260875,0.03588125,0.06967875,0.05174875,0.25599125,0.18625125,0.09250375,0.18625125,0,2.167423,2015,-96.92871323,18.84885553
2_66_0,862,0.3668801,0.65774333,0.8519099,-0.7616879,1726,0.02028875,0.0233825,0.03953875,0.02435875,0.2902975,0.13851125,0.05971,0.13851125,0,21.504358,2015,-96.85217677,18.9550364
2_67_0,2456,-0.14784856,-0.11099872,0.090836294,-0.13320306,849,0.113335,0.1311275,0.1679225,0.19413,0.230705,0.30446,0.2863375,0.30446,0,2.9474454,2015,-97.37607424,18.8607133
2_68_0,2583,0.028846405,0.09901766,0.30019745,-0.36158252,639,0.049425,0.060095,0.08864,0.1041775,0.1905,0.18467,0.1508175,0.18467,0,5.6326714,2015,-97.39682532,19.14476059
2_69_0,815,0.1520273,0.30264974,0.5392968,-0.52368563,2243,0.0467025,0.053495,0.0797575,0.0715625,0.2981625,0.2155525,0.1485625,0.2155525,0,3.4719386,2015,-97.02788724,18.83484181
2_70_0,2806,-0.018015102,0.070784606,0.26961216,-0.3884722,839,0.0462625,0.0560525,0.085285,0.1026375,0.2235,0.241485,0.1992725,0.241485,0,10.801589,2015,-97.39574735,19.05852232
2_71_0,794,0.34832558,0.6350268,0.7829071,-0.68725866,1921,0.0210175,0.02312125,0.05350875,0.03265,0.30210875,0.1387175,0.06015,0.1387175,0,4.0411506,2015,-96.99878182,18.8356503
2_72_0,1307,0.29461873,0.5833077,0.71039635,-0.64467543,2061,0.028525,0.031275,0.0583625,0.045575,0.2834775,0.1471875,0.071095,0.1471875,0,3.080573,2015,-97.09876431,18.88362033
2_73_0,2219,0.28125605,0.5858067,0.8174196,-0.74753076,1511,0.01770375,0.021705,0.04839375,0.03354375,0.3296775,0.18966125,0.090345,0.18966125,0,15.973494,2015,-97.12167135,19.38110734
2_74_0,2460,0.022125384,0.11980884,0.33485118,-0.4013062,815,0.03962125,0.04954875,0.08325,0.09253125,0.20360375,0.182195,0.15451625,0.182195,0,0.97995794,2015,-97.3679894,18.84993351
2_75_0,2415,0.0018454,0.083827026,0.22048591,-0.34335104,641,0.06068625,0.07654,0.12418375,0.1589025,0.26039125,0.263485,0.22161625,0.263485,0,0.92740995,2015,-97.30223273,19.38703622
2_76_0,934,0.26201954,0.552706,0.7921965,-0.73864484,1671,0.0248125,0.026325,0.046345,0.036995,0.3131775,0.1853575,0.0904275,0.1853575,0,1.3508836,2015,-96.86430402,19.26495517
2_77_0,2752,-0.05047838,0.021280622,0.25335348,-0.3724341,712,0.03945625,0.04783,0.07391375,0.09084,0.2229775,0.2106025,0.18292375,0.2106025,0,4.0440464,2015,-97.40571865,19.06283423
2_78_0,2648,-0.014266505,0.05823366,0.26422432,-0.35496315,712,0.05290375,0.0625975,0.09368625,0.1099525,0.22295,0.19953375,0.1702875,0.19953375,0,2.9479067,2015,-97.41919338,19.09732954
2_79_0,2523,-0.07070361,0.07016912,0.34596235,-0.41105556,721,0.045575,0.0505525,0.07248375,0.08587625,0.1801875,0.226415,0.17365625,0.226415,0,2.697411,2015,-97.46096504,18.93293784
2_80_0,779,0.37905455,0.6892303,0.8568377,-0.75326705,1671,0.016535,0.01410125,0.03252625,0.01707125,0.23940875,0.10666625,0.04228875,0.10666625,0,15.188674,2015,-96.88640258,19.29702503
2_81_0,906,0.40877393,0.7034438,0.87061423,-0.77686214,1758,0.024675,0.0249225,0.04101,0.021925,0.35088,0.14628,0.05564,0.14628,0,11.0345335,2015,-96.8257663,18.9598873
2_82_0,711,0.34289634,0.6635353,0.8549679,-0.73855656,1921,0.026875,0.026765,0.0436775,0.0241525,0.30215,0.151065,0.061855,0.151065,0,11.034456,2015,-96.9548542,18.80331095
2_83_0,1349,0.34232318,0.63301426,0.78915685,-0.7003486,2061,0.027205,0.02820875,0.05603875,0.03827375,0.31753625,0.15457125,0.07115,0.15457125,0,18.99722,2015,-97.09741684,18.89790355
2_84_0,3026,-0.10749648,-0.013836294,0.25176734,-0.35125116,839,0.041945,0.05513125,0.079895,0.10581375,0.19296125,0.22711625,0.20170625,0.22711625,0,9.387057,2015,-97.35667063,19.05367142
2_85_0,1961,0.2643804,0.59631926,0.81177914,-0.7372523,1159,0.022475,0.0229975,0.04190375,0.0293775,0.28544375,0.16447125,0.0750825,0.16447125,0,44.566944,2015,-97.27204933,18.7561494
2_86_0,2442,-0.16311093,-0.028527109,0.27788267,-0.32739502,815,0.0635875,0.07168625,0.0976325,0.10881125,0.19474875,0.26552,0.201885,0.26552,0,11.6372385,2015,-97.38685402,18.82918243
2_87_0,2293,0.34197465,0.6287822,0.8221149,-0.74508464,1466,0.01858375,0.01822625,0.0376,0.028855,0.25010625,0.13328625,0.065705,0.13328625,0,15.662746,2015,-97.16640745,18.77851745
2_88_0,1085,0.29096523,0.5856117,0.7523901,-0.6620574,1807,0.0350425,0.0350425,0.0693075,0.047445,0.328605,0.1910775,0.0915275,0.1910775,0,5.8795834,2015,-97.01333453,18.9154207
2_89_0,2664,-0.019923262,0.047267124,0.25809544,-0.34640917,712,0.05106125,0.062735,0.09172,0.11260625,0.2110975,0.19917625,0.18011875,0.19917625,0,5.4764595,2015,-97.42027135,19.08789723
2_90_0,2460,0.004403729,0.07733718,0.23792753,-0.33389556,734,0.0519825,0.06390375,0.0920775,0.10639125,0.180325,0.17577375,0.1563725,0.17577375,0,10.142112,2015,-97.41973236,18.88847124
2_91_0,2384,0.029073259,0.14852591,0.2524498,-0.35866365,714,0.0698025,0.08711375,0.1252425,0.15833875,0.25692625,0.24017875,0.19986375,0.24017875,0,5.023973,2015,-97.34535186,19.32774741
2_92_0,2554,0.027790962,0.10879165,0.23860563,-0.33393696,1032,0.038645,0.0516525,0.08428125,0.1058275,0.1785925,0.16399,0.13988625,0.16399,0,7.5407352,2015,-97.34265691,18.88281185
2_93_0,2442,-0.049566947,0.049171813,0.20064528,-0.25678128,849,0.06576,0.076375,0.11394,0.1256825,0.206065,0.21569,0.1806,0.21569,0,2.696805,2015,-97.38577605,18.86179127
2_94_0,1228,0.19467458,0.4320876,0.6219907,-0.56444544,1913,0.0421925,0.0462625,0.07258,0.063945,0.2851,0.1923975,0.11306,0.1923975,0,2.1685367,2015,-97.01629897,18.95422792
2_95_0,1141,0.247881,0.545357,0.78275996,-0.7177801,2347,0.0368025,0.036775,0.0611125,0.0407625,0.38168,0.230045,0.11229,0.230045,0,23.51175,2015,-97.03085168,18.78390734
2_96_0,566,0.2866282,0.57593435,0.7604963,-0.70002514,1531,0.027975,0.0327875,0.0592975,0.04541,0.3152675,0.17906,0.0850925,0.17906,0,9.753632,2015,-96.85487171,18.92943441
2_97_0,2633,0.04710359,0.18681833,0.3335582,-0.37614554,667,0.05020875,0.06984375,0.12718125,0.1402025,0.26828375,0.24551375,0.1902525,0.24551375,0,10.378529,2015,-97.41515096,19.10999579
2_98_0,2449,0.021457775,0.09755207,0.20348307,-0.2840842,721,0.0502775,0.06492125,0.0971925,0.1185325,0.21399875,0.1711125,0.14467125,0.1711125,0,8.345277,2015,-97.45341919,18.91056979
2_99_0,1388,0.2738559,0.5868646,0.7659548,-0.6905142,1699,0.02372625,0.0300925,0.06893625,0.04613875,0.4017275,0.2282025,0.10413625,0.2282025,0,11.158999,2015,-97.0246533,19.38110734
2_100_0,1387,0.30900556,0.62338555,0.82349336,-0.72700757,1743,0.030725,0.0317425,0.0601775,0.03749,0.3638325,0.1865675,0.08259,0.1865675,0,30.205723,2015,-97.11170005,18.79819055
2_101_0,2957,-0.01450712,0.093955725,0.3371302,-0.39654732,839,0.04409,0.0610025,0.0865775,0.1109425,0.16806,0.1924525,0.16454,0.1924525,0,8.230693,2015,-97.36691143,19.05636636
2_102_0,2370,0.08575862,0.19943976,0.32852086,-0.3962509,880,0.0570425,0.0724425,0.110915,0.1276625,0.2380475,0.19699,0.164485,0.19699,0,0.92740995,2015,-97.35532316,19.3334068
2_103_0,579,0.40500724,0.683112,0.8275694,-0.7373193,1858,0.029075,0.0339425,0.062735,0.039305,0.4266425,0.1800225,0.0808025,0.1800225,0,0,2015,-96.8405885,18.90598839
2_104_0,792,0.1849932,0.49762446,0.66594523,-0.62176144,2243,0.0292675,0.0304775,0.066915,0.0497825,0.27124,0.1745225,0.0856975,0.1745225,0,2.0969946,2015,-97.00255475,18.83726727
2_105_0,801,0.34017366,0.6557543,0.8367031,-0.74283606,1671,0.025775,0.0284425,0.058335,0.03529,0.3886925,0.196495,0.08028,0.196495,0,44.372,2015,-96.86699897,19.27627395
2_106_0,1266,0.3604776,0.63961583,0.7589505,-0.66807944,1913,0.02847,0.0309175,0.06379375,0.0439525,0.31778375,0.15564375,0.0722225,0.15564375,0,5.6198416,2015,-97.02384482,18.95961781
2_107_0,968,0.27731496,0.5816089,0.7847728,-0.7283825,1671,0.016095,0.01747,0.03953875,0.029515,0.2508625,0.13708125,0.0639175,0.13708125,0,5.6327996,2015,-96.88667207,19.26926709
2_108_0,742,0.4057888,0.6751801,0.8524597,-0.7890368,1524,0.02897875,0.02752125,0.04897125,0.025115,0.4328575,0.18434,0.06896375,0.18434,0,17.091576,2015,-96.8454394,19.23584976
2_109_0,1027,0.33549443,0.64426047,0.84310824,-0.755539,1972,0.0210175,0.02231,0.0474725,0.0272325,0.34692,0.161515,0.067465,0.161515,0,6.2731767,2015,-96.93437262,19.38595824
2_110_0,2627,0.026587382,0.13656305,0.4869699,-0.55667543,712,0.03639,0.0464825,0.071865,0.0802525,0.22031,0.1890975,0.12153,0.1890975,0,2.1697407,2015,-97.44560384,19.06714615
2_111_0,2567,0.033804543,0.14950298,0.3642432,-0.42306098,690,0.04597375,0.057125,0.0915,0.10023125,0.21031375,0.18775,0.1488925,0.18775,0,5.8805146,2015,-97.41676792,19.15500138
2_112_0,2473,-0.006779627,0.029646134,0.14943588,-0.2673606,849,0.0459325,0.05949,0.0887775,0.1030775,0.1512575,0.151945,0.1292025,0.151945,0,2.1678216,2015,-97.38927948,18.88658478
2_113_0,2587,0.003829834,0.18291079,0.42990005,-0.4678902,690,0.04286625,0.0500575,0.0817925,0.0875125,0.21459,0.2147,0.144685,0.2147,0,12.03603,2015,-97.42081034,19.16200824
2_114_0,2628,-0.03728378,0.026138237,0.26431113,-0.36872354,667,0.04347125,0.05312375,0.08314,0.09409875,0.19920375,0.1818375,0.15662,0.1818375,0,1.3502681,2015,-97.40113724,19.12293153
2_115_0,1168,0.33908832,0.6388401,0.8256762,-0.7280116,1807,0.0320175,0.02999625,0.048545,0.02977625,0.30942375,0.15050125,0.06525125,0.15050125,0,6.4804983,2015,-97.03058218,18.9402142
2_116_0,2490,0.029174829,0.10698159,0.1863586,-0.2920379,849,0.049315,0.0594075,0.0883375,0.1040675,0.1673175,0.1655575,0.145125,0.1655575,0,3.3998005,2015,-97.37742171,18.88604579
2_117_0,983,0.38950282,0.68509907,0.8588214,-0.7751408,1979,0.02396,0.02589875,0.047555,0.029185,0.37256375,0.15762375,0.068015,0.15762375,0,22.23103,2015,-96.83843254,19.03777124
2_118_0,2627,0.006145055,0.07502871,0.19722818,-0.29389024,712,0.0526975,0.07044875,0.1025275,0.12989,0.19788375,0.1856325,0.16155625,0.1856325,0,5.880241,2015,-97.43994446,19.08493279
2_119_0,926,0.37804088,0.6771488,0.85360163,-0.77503306,1671,0.0218975,0.019615,0.0423025,0.0257475,0.3342975,0.143475,0.0618825,0.143475,0,5.0236874,2015,-96.86214807,19.26630265
2_120_0,726,0.42841658,0.72426814,0.8927714,-0.7813456,1671,0.0162875,0.019505,0.0327875,0.0155725,0.2786925,0.1047825,0.042715,0.1047825,0,21.544828,2015,-96.87616179,19.29756402
2_121_0,2420,0.015888406,0.081646994,0.2011572,-0.2954255,719,0.062075,0.0768425,0.11653875,0.1400925,0.2200625,0.21438375,0.178675,0.21438375,0,3.8321698,2015,-97.36017406,19.2886707
2_122_0,2696,0.066832915,0.2836506,0.57999414,-0.59937924,1330,0.020935,0.0308625,0.06118125,0.0669975,0.26728,0.2475625,0.15932875,0.2475625,0,26.132717,2015,-97.18069067,19.3881142
2_123_0,949,0.41112515,0.72529286,0.88467926,-0.7689423,2347,0.0256375,0.022365,0.03837,0.01791,0.288785,0.115865,0.045025,0.115865,0,15.326877,2015,-97.01414301,18.79603459
2_124_0,559,0.2101022,0.502451,0.66168976,-0.5964376,1531,0.0250325,0.03133,0.061745,0.046125,0.28719,0.17444,0.0826725,0.17444,0,9.245498,2015,-96.88236016,18.9200021
2_125_0,802,0.34515473,0.66719353,0.7964069,-0.7171696,1921,0.022365,0.024125,0.05498,0.03309,0.3123525,0.151835,0.063725,0.151835,0,10.807274,2015,-96.97883922,18.82271456
2_126_0,1259,0.36956838,0.67619216,0.86240125,-0.77513874,1758,0.02466125,0.02528,0.04162875,0.02451,0.36667875,0.172075,0.067135,0.172075,0,10.371751,2015,-96.84759536,18.98333333
2_127_0,996,0.3744146,0.65007323,0.84210956,-0.7685913,1979,0.02488125,0.026875,0.04657875,0.0297075,0.36353,0.1690225,0.07619625,0.1690225,0,30.669985,2015,-96.82980872,19.00704885
2_128_0,968,0.3700288,0.6650621,0.87185156,-0.8062697,1671,0.01121375,0.01267125,0.03353,0.02224125,0.326625,0.15134,0.06456375,0.15134,0,11.614188,2015,-96.87265836,19.25498387
2_129_0,594,0.20802437,0.48658228,0.6770006,-0.58658946,2384,0.0311375,0.0369675,0.0664475,0.05168,0.2701125,0.184505,0.09689,0.184505,0,6.464861,2015,-96.83492911,18.87742196
2_130_0,2849,0.2543092,0.49667513,0.6446649,-0.649644,870,0.02066,0.0258025,0.0475,0.04442,0.2433275,0.1351425,0.075275,0.1351425,0,4.3326144,2015,-97.39170493,19.03615427
2_131_0,2793,0.3928707,0.66183347,0.82627165,-0.78362095,1008,0.0038025,0.00911,0.02484,0.02121,0.2273775,0.0954875,0.0456025,0.0954875,0,9.64067,2015,-97.23836251,19.39161763
2_132_0,2433,-0.03602672,0.016152717,0.16810335,-0.20707546,762,0.0806925,0.1070925,0.1559875,0.1656125,0.234005,0.24572,0.2246,0.24572,0,0.9825741,2015,-97.3480468,19.29190463
2_133_0,1377,-0.068068445,0.12368489,0.5100454,-0.4919938,1139,0.042055,0.0441175,0.055805,0.059215,0.200565,0.1963025,0.15695,0.1963025,0,9.8708315,2015,-97.21114356,18.76477322
2_134_0,2497,-0.04123479,0.069150634,0.22114326,-0.28713822,849,0.05460875,0.067905,0.103105,0.1193575,0.1839275,0.20522625,0.1650625,0.20522625,0,2.0971074,2015,-97.36233002,18.87849994
2_135_0,613,0.3791257,0.6923036,0.8557943,-0.76818985,1531,0.02847,0.029405,0.0465925,0.0292675,0.3677925,0.1661625,0.06928,0.1661625,0,8.045116,2015,-96.8605311,18.94048369
2_136_0,1289,0.25322884,0.54888165,0.75210077,-0.6899699,1963,0.02864875,0.0340525,0.07688375,0.0562175,0.39753375,0.23778625,0.1199625,0.23778625,0,10.72419,2015,-96.85352424,19.01702015
2_137_0,2464,0.08108509,0.2045162,0.42285177,-0.4796425,1039,0.0324575,0.03937375,0.07357,0.07753,0.216295,0.17136,0.12291875,0.17136,0,2.1674347,2015,-97.34723832,18.84993351
2_138_0,2516,0.006726984,0.085094,0.30650994,-0.379185,849,0.0449975,0.0514875,0.07875375,0.08826875,0.16172125,0.1630275,0.133905,0.1630275,0,4.0419073,2015,-97.37391828,18.8952086
2_139_0,806,0.27012724,0.5734431,0.7826066,-0.73623097,1719,0.02730125,0.02969375,0.05201,0.039415,0.33141,0.194515,0.09172,0.194515,0,15.2590475,2015,-96.82684428,19.10514488
2_140_0,1093,0.42693758,0.7277563,0.88697827,-0.7628737,2243,0.02336875,0.0193675,0.03211375,0.01390875,0.23316625,0.09469,0.03678875,0.09469,0,38.002197,2015,-97.00363272,18.81462972
2_141_0,1312,0.4043685,0.70715934,0.8736458,-0.7904301,1699,0.02279125,0.02287375,0.0446675,0.0255,0.39021875,0.15651,0.06147,0.15651,0,18.764297,2015,-97.01225655,19.37841239
2_142_0,2956,-0.10306115,-0.028276246,0.25926754,-0.3497747,802,0.04871,0.0605625,0.08505125,0.107505,0.192975,0.21751875,0.1847525,0.21751875,0,5.228353,2015,-97.35505366,18.97039759
2_143_0,696,0.39809325,0.70445806,0.85875976,-0.7602038,1531,0.0227225,0.0238225,0.0438425,0.0216775,0.30105,0.1287625,0.047665,0.1287625,0,28.110973,2015,-96.88478561,18.9151512
2_144_0,2540,0.041958995,0.121882364,0.26824075,-0.33380634,690,0.05540625,0.06895,0.10168875,0.12467875,0.2075775,0.19494125,0.16928375,0.19494125,0,7.082767,2015,-97.40329319,19.15958279
2_145_0,2353,0.30708918,0.5872081,0.79218787,-0.7610006,1511,0.01234125,0.01505,0.0392775,0.0302025,0.27895375,0.13232375,0.067135,0.13232375,0,16.357702,2015,-97.13218164,19.38083784
2_146_0,2468,-0.00420035,0.038553406,0.22909927,-0.31798336,849,0.0453825,0.056905,0.0817375,0.094855,0.15321,0.1545025,0.1350325,0.1545025,0,5.61787,2015,-97.39062695,18.88173387
2_147_0,602,0.28388762,0.54127544,0.6650777,-0.61705613,2062,0.03997875,0.04706,0.08428125,0.07231875,0.37220625,0.21413625,0.11728125,0.21413625,0,2.0971644,2015,-96.8554107,18.89952052
2_148_0,585,0.34358472,0.6199052,0.8114577,-0.72109485,2285,0.0255825,0.02697125,0.0471425,0.0330075,0.3393575,0.15809125,0.068675,0.15809125,0,8.002884,2015,-96.84382244,18.81597719
2_149_0,2381,0.2682184,0.44667074,0.5864169,-0.55579144,880,0.0275625,0.03507,0.0563275,0.0574,0.290985,0.1554375,0.1080275,0.1554375,0,0.98277605,2015,-97.3534367,19.32559145
2_150_0,2624,-0.0374181,0.023980908,0.20111115,-0.30742273,667,0.045355,0.0583625,0.0857525,0.104755,0.193195,0.1839,0.1666025,0.1839,0,5.2325115,2015,-97.40194572,19.12185355
2_151_0,2472,0.053033583,0.1359285,0.2635313,-0.33503792,849,0.04248125,0.05502125,0.0827825,0.09368625,0.184835,0.1514225,0.121035,0.1514225,0,2.1676223,2015,-97.36691143,18.86772015
2_152_0,1545,0.35526,0.66203874,0.85162574,-0.75020045,2243,0.0277825,0.0272875,0.05306875,0.03078,0.3841,0.17967875,0.0778325,0.17967875,0,12.656013,2015,-97.04998579,18.8108568
2_153_0,841,0.32108772,0.6072329,0.82889766,-0.7354378,1649,0.02350625,0.0261325,0.05493875,0.033035,0.36398375,0.18143875,0.07913875,0.18143875,0,7.3821917,2015,-96.88209067,19.3730225
2_154_0,2458,0.059179943,0.17458294,0.41384983,-0.48932266,1039,0.029075,0.0348775,0.0635875,0.0730475,0.253475,0.1791425,0.1252975,0.1791425,0,4.7958407,2015,-97.34912478,18.83753676
2_155_0,874,0.3525223,0.64959824,0.8302026,-0.7408761,1531,0.02633875,0.024895,0.041725,0.02462,0.29933125,0.13743875,0.0606175,0.13743875,0,20.116047,2015,-96.89421792,18.92566149
2_156_0,586,0.24612348,0.5438983,0.7042173,-0.6406915,2384,0.028525,0.0362525,0.064825,0.0562725,0.2912325,0.1895375,0.0937825,0.1895375,0,0.98021775,2015,-96.8357376,18.89440012
2_157_0,681,0.2597512,0.5052271,0.6967025,-0.64312154,2097,0.02001375,0.0283325,0.061965,0.04759625,0.28527875,0.16804625,0.08703125,0.16804625,0,8.797092,2015,-96.92952171,18.80708387
2_158_0,2401,-0.003344694,0.06309283,0.19971405,-0.28602833,880,0.06668125,0.08406125,0.12263,0.14615625,0.23088375,0.2260025,0.19252125,0.2260025,0,1.9647173,2015,-97.35882659,19.30430138
2_159_0,2394,-0.00536325,0.09047214,0.25581643,-0.327084,815,0.06805625,0.0847625,0.12124125,0.1482875,0.24276375,0.25068375,0.20843,0.25068375,0,5.547545,2015,-97.39413038,18.83726727
2_160_0,2636,0.2872002,0.5404969,0.7968988,-0.766387,1330,0.00922,0.0101,0.03045,0.0255,0.22119,0.118065,0.0606175,0.118065,0,28.93324,2015,-97.18661955,19.39027016
2_161_0,1509,0.4002078,0.710781,0.8735553,-0.7807814,1727,0.02726,0.02572,0.0457125,0.0262975,0.387455,0.165805,0.0646325,0.165805,0,36.08082,2015,-97.11789843,18.80358044
2_162_0,796,0.37497804,0.6659747,0.8368657,-0.73245645,2347,0.030945,0.0283875,0.0514875,0.02870375,0.34674125,0.15627625,0.0697475,0.15627625,0,3.0790012,2015,-97.00632767,18.78929723
2_163_0,1457,0.36440068,0.66657263,0.8590216,-0.7565232,2243,0.030835,0.03023,0.05515875,0.03260875,0.41601375,0.20030375,0.08755375,0.20030375,0,34.28691,2015,-97.04917731,18.80196348
2_164_0,2459,-0.002501429,0.1103354,0.2935537,-0.36609522,849,0.048105,0.0603975,0.093975,0.1081375,0.202875,0.18555,0.15728,0.18555,0,0,2015,-97.36933688,18.85155048
2_165_0,2631,-0.022638243,0.05638336,0.25655133,-0.32904983,667,0.04882,0.062185,0.08721,0.111025,0.20271,0.1993825,0.174055,0.1993825,0,2.097761,2015,-97.4081441,19.11619416
2_166_0,2978,-0.043285035,0.018246917,0.20628902,-0.30773562,802,0.063835,0.084185,0.12626,0.160855,0.2355725,0.256885,0.22416,0.256885,0,8.823793,2015,-97.36367749,18.98629777
2_167_0,574,0.40518802,0.6894788,0.85953915,-0.7611864,1858,0.0293225,0.0295975,0.0484625,0.0275625,0.401095,0.1684175,0.071645,0.1684175,0,1.3493598,2015,-96.8457089,18.91110878
2_168_0,1242,0.39596412,0.7002639,0.8730336,-0.7865596,2097,0.02583,0.02363,0.0426325,0.023465,0.3444175,0.1573625,0.06312,0.1573625,0,20.12449,2015,-97.09768633,18.78741077
2_169_0,1193,0.3366278,0.62479585,0.83250797,-0.7592772,1963,0.02680625,0.0287175,0.05672625,0.03373625,0.40577,0.19150375,0.08897,0.19150375,0,21.836489,2015,-96.85271576,19.02618297
2_170_0,2000,0.35596967,0.66363484,0.8624615,-0.76977354,1511,0.0151325,0.0162325,0.0330625,0.02066,0.273825,0.1229325,0.052505,0.1229325,0,19.84262,2015,-97.12679175,19.36466817
2_171_0,705,0.36302346,0.6812041,0.86108273,-0.7647467,2097,0.029405,0.0281125,0.04706,0.0251425,0.3394125,0.1593425,0.0640825,0.1593425,0,6.887884,2015,-96.94784735,18.81220427
2_172_0,1004,0.31576696,0.59951353,0.7819865,-0.6719593,2000,0.0370225,0.03747625,0.06195125,0.039855,0.33537,0.17456375,0.08263125,0.17456375,0,7.540567,2015,-97.02896522,18.86852864
2_173_0,1387,0.36901486,0.62647444,0.84054095,-0.7790764,1699,0.01984875,0.019395,0.0420825,0.0273425,0.32624,0.15437875,0.07754375,0.15437875,0,10.339881,2015,-97.02438381,19.38838369
2_174_0,920,0.38068146,0.68787444,0.8628974,-0.7645051,1671,0.02017875,0.0198625,0.04613875,0.02462,0.3469475,0.15506625,0.0639175,0.15506625,0,8.337181,2015,-96.86753796,19.27115355
2_175_0,1321,0.2130583,0.48688322,0.7022975,-0.6588153,1760,0.0408725,0.0418625,0.079675,0.06609,0.355005,0.2350775,0.121805,0.2350775,0,8.080405,2015,-97.12301883,18.86475571
2_176_0,916,0.31553265,0.6221918,0.83527344,-0.7579631,1570,0.02759,0.02715,0.0514875,0.0292125,0.35517,0.18291,0.0804175,0.18291,0,6.843561,2015,-96.85190727,19.23477178
2_177_0,985,0.37323436,0.6776714,0.86092395,-0.7782249,1531,0.0248125,0.02704,0.0441725,0.02704,0.37398,0.17488,0.077255,0.17488,0,28.699162,2015,-96.87400583,18.93940571
2_178_0,2788,-0.017528253,0.03541569,0.2398949,-0.29646483,839,0.049205,0.057015,0.0859175,0.098155,0.2043325,0.19677,0.1525775,0.19677,0,7.7591968,2015,-97.3979033,19.06310373
2_179_0,2526,0.015279014,0.12777922,0.2780387,-0.35450342,849,0.04220625,0.0528625,0.08017,0.0990625,0.1734775,0.16790875,0.14128875,0.16790875,0,2.9474964,2015,-97.35882659,18.88712376
2_180_0,867,0.3419925,0.6791772,0.8527904,-0.75630194,1671,0.019065,0.02163625,0.04429625,0.02595375,0.32185375,0.16026375,0.064715,0.16026375,0,12.852331,2015,-96.85352424,19.26684163
2_181_0,1180,0.33546954,0.62217015,0.7647012,-0.6714775,1913,0.0277,0.031275,0.0619925,0.04266,0.306385,0.160965,0.071535,0.160965,0,5.227845,2015,-97.0049802,18.95153297
2_182_0,1033,0.16637829,0.34463304,0.5217455,-0.49526677,1588,0.063175,0.075715,0.1214475,0.1129775,0.35561,0.2533375,0.1750175,0.2533375,0,0.9804294,2015,-96.97075439,18.93051239
2_183_0,711,0.38453868,0.6901691,0.84891653,-0.73300046,2062,0.02792,0.0286625,0.0480775,0.0295975,0.31869125,0.14698125,0.06371125,0.14698125,0,24.433647,2015,-96.8802042,18.8900882
2_184_0,1599,0.42245248,0.72621506,0.8789542,-0.7688325,2103,0.0251975,0.0245375,0.0519,0.02572,0.4108025,0.16751,0.0655675,0.16751,0,27.91764,2015,-97.05025529,18.81193478
2_185_0,2553,0.021494796,0.09187951,0.22756138,-0.31196606,690,0.051735,0.0638625,0.09766,0.1200725,0.194625,0.18473875,0.16730375,0.18473875,0,3.4016633,2015,-97.40086774,19.16093026
2_186_0,2564,0.25726616,0.5419258,0.75593245,-0.74254984,1330,0.006305,0.011695,0.02928125,0.028415,0.1928925,0.11922,0.06214375,0.11922,0,14.43459,2015,-97.17125836,19.37922088
2_187_0,2566,-0.11527759,0.04000985,0.3639222,-0.4019673,779,0.0358125,0.04113375,0.0622675,0.069885,0.15077625,0.18957875,0.1410825,0.18957875,0,8.012288,2015,-97.45557514,19.02618297
