system:index,DEM,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SWIR,class,slope,year,LON,
1_6_0,2413,-0.04279325,0.03449915,0.17657551,-0.27799085,761,0.07214,0.0845425,0.1160575,0.1419625,0.22306,0.2266075,0.1950375,0.2266075,0,2.9482665,2014,-97.36960637,19.27896889
1_7_0,815,0.28425455,0.56933534,0.7993258,-0.7067295,2374,0.0308625,0.02831875,0.0487925,0.0325675,0.29465625,0.16031875,0.0749725,0.16031875,0,18.972612,2014,-97.01629897,18.81840265
1_8_0,1351,0.34376082,0.6223667,0.7828619,-0.7053716,1948,0.02493625,0.02818125,0.05311,0.03557875,0.28945875,0.14555125,0.07082,0.14555125,0,3.0806334,2014,-97.11062207,18.88712376
1_9_0,896,0.29845524,0.5723234,0.7842123,-0.7180989,1800,0.026765,0.0273425,0.049535,0.03628,0.33108,0.17488,0.0844325,0.17488,0,6.5377183,2014,-96.84355294,19.13344182
1_10_0,2482,-0.119451955,0.054510284,0.35368937,-0.46590564,1451,0.02493625,0.04308625,0.0732675,0.091445,0.22427,0.2459125,0.1784825,0.2459125,0,6.1600633,2014,-97.1887755,19.3781429
1_11_0,3339,0.2252193,0.47301036,0.6579548,-0.65679914,1659,0.01330375,0.017635,0.03522125,0.03456125,0.2154975,0.1231525,0.066365,0.1231525,0,20.98574,2014,-97.23997948,19.2089003
1_12_0,895,0.4165227,0.64983445,0.78425056,-0.68729144,1693,0.01274,0.01714,0.0392775,0.02092125,0.29817625,0.123235,0.05290375,0.123235,0,45.4006,2014,-96.88289915,19.28732322
1_13_0,1871,0.30932552,0.58275807,0.7942582,-0.7337275,1889,0.02506,0.025445,0.049865,0.0347125,0.3038275,0.1716075,0.08149,0.1716075,0,34.7802,2014,-97.13487659,18.77043261
1_14_0,902,0.3414772,0.61332643,0.8062606,-0.73092717,1954,0.0201375,0.022365,0.04607,0.0272325,0.3253875,0.1460875,0.0691425,0.1460875,0,21.722513,2014,-96.84031901,19.05178496
1_15_0,2690,0.14113131,0.39889407,0.61590827,-0.6311867,1451,0.0130425,0.024895,0.05718,0.06169,0.24627,0.2002075,0.1157,0.2002075,0,7.0946565,2014,-97.17260583,19.39188712
1_16_0,897,0.36810938,0.62060314,0.81834507,-0.70805717,1693,0.01184625,0.01734625,0.03769625,0.0221175,0.27405875,0.13061875,0.0551175,0.13061875,0,31.465633,2014,-96.88397713,19.28678423
1_17_0,958,0.35374305,0.65241754,0.8343745,-0.7464306,2084,0.020715,0.0255825,0.04299,0.0300375,0.295935,0.146115,0.0717825,0.146115,0,38.165688,2014,-96.82738327,19.00408441
1_18_0,2453,-0.039067034,0.07760447,0.28297102,-0.3438528,1015,0.04442,0.0541825,0.08314,0.09425,0.1733125,0.19435,0.1554925,0.19435,0,3.4726937,2014,-97.39978976,18.88577629
1_19_0,997,0.2001947,0.41467774,0.5604847,-0.4910648,2148,0.02781,0.0325675,0.06026,0.053935,0.167015,0.1201825,0.081545,0.1201825,0,1.3492062,2014,-97.02168886,18.87499651
1_20_0,3006,-0.12371532,-0.06448456,0.21297817,-0.31254575,849,0.05642375,0.06684625,0.09214625,0.1114375,0.180325,0.2425025,0.22420125,0.2425025,0,4.6273675,2014,-97.35774861,19.0544799
1_21_0,1197,0.3400153,0.6099322,0.7574579,-0.6637458,2093,0.023905,0.028195,0.0562725,0.03947,0.28037,0.14947,0.0689225,0.14947,0,0.9804082,2014,-97.05375872,18.92700896
1_22_0,2516,-0.01136584,0.118846916,0.38533974,-0.4859682,889,0.0270125,0.03703625,0.06954125,0.08824125,0.17841375,0.19590375,0.1465275,0.19590375,0,16.186087,2014,-97.35855709,18.75695788
1_23_0,2383,0.008016452,0.08325768,0.18643644,-0.27981734,761,0.07852,0.093865,0.1358025,0.1664925,0.2534475,0.235655,0.2042775,0.235655,0,2.0982554,2014,-97.37203182,19.2932521
1_24_0,1279,0.3709387,0.66036594,0.8510397,-0.7691986,1974,0.02026125,0.02246125,0.0435675,0.02853875,0.32457625,0.15512125,0.0706275,0.15512125,0,16.460037,2014,-96.85190727,19.03911871
1_25_0,2680,-0.038543522,0.016482929,0.14062855,-0.24841748,722,0.064055,0.0783275,0.11295,0.14221,0.2136825,0.2231425,0.20205,0.2231425,0,0,2014,-97.42646973,19.06337322
1_26_0,912,0.33877325,0.6039449,0.78418595,-0.6941118,2130,0.02254375,0.02427625,0.043705,0.0288,0.25315875,0.11249625,0.0527525,0.11249625,0,4.9904604,2014,-96.94380493,19.3929651
1_27_0,787,0.2728015,0.5192326,0.7310621,-0.6237501,2002,0.027315,0.032375,0.0631475,0.0522025,0.2864475,0.1673725,0.0949925,0.1673725,0,4.9741855,2014,-96.97264085,18.8307994
1_28_0,3101,0.12423458,0.35225347,0.59501404,-0.62143534,1125,0.01846,0.0249775,0.05089625,0.0565475,0.22057125,0.1774925,0.1124,0.1774925,0,32.22497,2014,-97.21168254,19.38973117
1_29_0,2520,0.23406035,0.50895834,0.7445484,-0.7236894,1424,0.00871125,0.01407375,0.028855,0.0239875,0.1649525,0.108055,0.054045,0.108055,0,13.5105095,2014,-97.14161395,19.40131943
1_30_0,2941,0.22258426,0.4785309,0.6223311,-0.61822873,849,0.0179925,0.02429,0.04503875,0.04399375,0.1871725,0.12159875,0.0672725,0.12159875,0,4.7253222,2014,-97.36933688,19.06148676
1_31_0,1793,0.29664057,0.57638586,0.751169,-0.7064846,1630,0.01929875,0.028745,0.0647425,0.05276625,0.40556375,0.21152375,0.10958125,0.21152375,0,2.1728876,2014,-97.114395,19.35900878
1_32_0,1041,0.29069617,0.56487054,0.8003859,-0.7175927,2084,0.0190375,0.023685,0.0452175,0.030945,0.2835325,0.1629175,0.083085,0.1629175,0,9.040108,2014,-96.83681558,19.01405571
1_33_0,2002,0.15318014,0.4606955,0.7009349,-0.68180686,1630,0.02193875,0.0284425,0.05100625,0.048545,0.2806725,0.20470375,0.10674875,0.20470375,0,13.08334,2014,-97.1391885,19.35873929
1_34_0,751,0.19845945,0.4512142,0.68042386,-0.59400755,2002,0.02693,0.0299275,0.0604525,0.0456575,0.2543,0.1591225,0.085945,0.1591225,0,2.167145,2014,-96.98584608,18.82244506
1_35_0,996,0.32937628,0.60550886,0.7905025,-0.659351,2148,0.02947375,0.03139875,0.0730475,0.043155,0.35628375,0.17868875,0.08642625,0.17868875,0,2.0970848,2014,-97.02007189,18.8704151
1_36_0,3378,0.23900105,0.4585303,0.6293336,-0.6397247,1659,0.01043,0.0156,0.0350425,0.0281125,0.2076875,0.11801,0.0542925,0.11801,0,45.44374,2014,-97.2437524,19.21132575
1_37_0,2398,-0.008282214,0.06483201,0.19824529,-0.2981886,761,0.06884,0.08105,0.1188625,0.1386075,0.2301275,0.2184675,0.1894,0.2184675,0,2.9452941,2014,-97.37418778,19.28516727
1_38_0,3379,0.17504972,0.42881057,0.5931142,-0.6246871,1659,0.0119975,0.01912,0.04028125,0.042715,0.218825,0.13358875,0.07237375,0.13358875,0,14.863072,2014,-97.23135565,19.20324091
1_39_0,2192,0.3153384,0.59048486,0.8169846,-0.75700396,1592,0.011585,0.01593,0.03518,0.024785,0.2598,0.1322275,0.0636975,0.1322275,0,10.381441,2014,-97.14296143,19.33529326
1_40_0,881,0.2866191,0.5624193,0.72897434,-0.6537289,1660,0.0222275,0.02774125,0.06272125,0.043155,0.29520625,0.1765025,0.084075,0.1765025,0,2.9481037,2014,-96.83681558,19.19704254
1_41_0,717,0.35033518,0.6311555,0.8120768,-0.72755694,1954,0.0166725,0.01822625,0.0351525,0.0212375,0.22890375,0.11915125,0.0513225,0.11915125,0,41.880535,2014,-96.8308867,19.06175626
1_42_0,809,0.40858534,0.69583285,0.818244,-0.7432772,2130,0.0179925,0.023135,0.05619,0.0400475,0.3546475,0.159425,0.072745,0.159425,0,4.340013,2014,-96.90068579,19.38056835
1_43_0,771,0.3528434,0.646411,0.81090575,-0.72615755,1954,0.0183225,0.0210175,0.0433475,0.02682,0.285705,0.1362425,0.05641,0.1362425,0,23.35391,2014,-96.82387984,19.07846492
1_44_0,2622,-0.00934267,0.15885657,0.3592946,-0.46388564,949,0.0369675,0.0474175,0.0833875,0.10107,0.20216,0.2066425,0.158985,0.2066425,0,12.53507,2014,-97.36610294,18.82729597
1_45_0,2361,0.33495268,0.6090457,0.82669634,-0.77271056,1592,0.008175,0.01219,0.0259675,0.0185975,0.21954,0.1107225,0.052175,0.1107225,0,20.49021,2014,-97.14862081,19.33798821
1_46_0,813,0.3166139,0.59009993,0.79506445,-0.71256834,1800,0.02451,0.026985,0.05212,0.0365,0.3397975,0.17785,0.078135,0.17785,0,9.368707,2014,-96.8306172,19.10595337
1_47_0,2741,-0.022471115,0.024294289,0.13542378,-0.23418166,722,0.06906,0.0898775,0.13364375,0.1672075,0.2294125,0.22238625,0.20557,0.22238625,0,2.7802885,2014,-97.40113724,19.08331582
1_48_0,795,0.37179032,0.6467823,0.7982965,-0.70898575,2002,0.019615,0.0220075,0.052285,0.0342175,0.3057525,0.141165,0.0661175,0.141165,0,5.63236,2014,-96.99824283,18.83726727
1_49_0,802,0.30070817,0.57615954,0.812388,-0.70947874,2131,0.0191475,0.02319,0.0501675,0.03370875,0.29113625,0.16658875,0.082535,0.16658875,0,4.188117,2014,-96.99797334,18.78741077
1_50_0,2622,0.29925156,0.59464633,0.80834484,-0.76497793,1592,0.0090825,0.0159025,0.0303675,0.0229975,0.2107675,0.1320075,0.06268,0.1320075,0,27.851133,2014,-97.14808182,19.32451348
1_51_0,2011,0.03887595,0.3740825,0.6875696,-0.6585133,1300,0.02869,0.031055,0.0528075,0.05014,0.2564725,0.2268275,0.1136925,0.2268275,0,32.62562,2014,-97.25938309,18.76450373
1_52_0,867,0.26806888,0.58298963,0.7929528,-0.7055793,1693,0.02246125,0.0237675,0.04608375,0.0305325,0.27163875,0.15718375,0.07691125,0.15718375,0,4.7276926,2014,-96.85271576,19.27600445
1_53_0,1090,0.3464401,0.6370492,0.81179297,-0.719233,1940,0.018295,0.021595,0.0453825,0.0293775,0.273275,0.14507,0.06862,0.14507,0,28.156384,2014,-96.9599746,19.39539055
1_54_0,1264,0.24676642,0.5223181,0.75800157,-0.6968526,1974,0.028965,0.035565,0.0672725,0.0484075,0.3622375,0.23318,0.113665,0.23318,0,7.931399,2014,-96.85109879,19.0396577
1_55_0,913,0.30998757,0.5939131,0.8137061,-0.7463093,1693,0.01797875,0.0243175,0.0463725,0.031605,0.313315,0.17082375,0.08111875,0.17082375,0,2.0981457,2014,-96.8554107,19.25417539
1_56_0,599,0.26422876,0.4497125,0.6280924,-0.534343,2473,0.03566125,0.04314125,0.06830375,0.0635325,0.33527375,0.1662175,0.11546625,0.1662175,0,0.92740995,2014,-96.83627659,18.875266
1_57_0,2379,-0.06852496,0.026933363,0.22985134,-0.3340401,791,0.0650725,0.07434,0.1067075,0.12494,0.225425,0.2469575,0.20194,0.2469575,0,8.512584,2014,-97.34777731,19.33394579
1_58_0,1139,0.26191267,0.5519365,0.7129849,-0.6241347,2252,0.025555,0.028965,0.0566575,0.039965,0.2213825,0.1405875,0.06598,0.1405875,0,9.144042,2014,-97.05834013,18.88577629
1_59_0,1339,0.29394862,0.5700521,0.77297616,-0.69902617,1948,0.0289925,0.0318525,0.0521475,0.0377375,0.277455,0.15332,0.076595,0.15332,0,4.1885867,2014,-97.11385601,18.87418802
1_60_0,799,0.23494714,0.47290525,0.6865636,-0.6050638,2374,0.0305325,0.035345,0.064055,0.0518175,0.25408,0.1751825,0.09579,0.1751825,0,4.188311,2014,-97.01037009,18.82325355
1_61_0,1261,0.18846281,0.38880852,0.5506785,-0.51010996,2252,0.0399375,0.0426875,0.06664,0.0562725,0.20612,0.15442,0.093975,0.15442,0,7.752664,2014,-97.07531828,18.87930842
1_62_0,2483,0.18832915,0.47810444,0.7367037,-0.701753,1246,0.01989,0.0262975,0.0515975,0.041285,0.248965,0.173065,0.08435,0.173065,0,14.409445,2014,-97.34427388,18.74779506
1_63_0,2089,0.32415795,0.6242353,0.82795763,-0.78045404,1630,0.0137575,0.01786875,0.0350975,0.0240975,0.27843125,0.1401475,0.06118125,0.1401475,0,23.75386,2014,-97.10738814,19.37383099
1_64_0,2533,-0.03477752,0.14325847,0.45842046,-0.5155483,889,0.03727,0.04431,0.0626525,0.0676575,0.198365,0.2213825,0.14188,0.2213825,0,10.712684,2014,-97.3779607,18.79199218
1_65_0,1947,0.33279783,0.61192435,0.82594293,-0.73883706,1630,0.0094675,0.012575,0.0294325,0.0200275,0.22262,0.107615,0.05003,0.107615,0,23.011925,2014,-97.10092027,19.38919218
1_66_0,742,0.28213197,0.5309551,0.727219,-0.63811487,2002,0.0316875,0.0360325,0.06422,0.046345,0.2785,0.170755,0.085065,0.170755,0,10.104115,2014,-96.9702154,18.82621799
1_67_0,1312,0.36642662,0.6554962,0.83983946,-0.7636437,1730,0.01998625,0.0215125,0.0370225,0.02352,0.29880875,0.1376175,0.05642375,0.1376175,0,8.82788,2014,-97.00929211,19.40078044
1_68_0,1405,0.2766658,0.55786407,0.77616066,-0.6925979,1948,0.03478125,0.03398375,0.05938,0.03931875,0.31308125,0.18460125,0.091335,0.18460125,0,5.02196,2014,-97.12760023,18.88954922
1_69_0,2490,-0.04834499,0.012785643,0.20593607,-0.31765386,675,0.0577025,0.0726075,0.1061025,0.127855,0.21338,0.21855,0.1801325,0.21855,0,6.271452,2014,-97.41030005,19.17871691
1_70_0,2424,-0.006337388,0.0722167,0.19629842,-0.29427746,791,0.059655,0.0747525,0.107725,0.13781,0.2230875,0.2198425,0.18555,0.2198425,0,8.239288,2014,-97.33888399,19.30996077
1_71_0,1684,0.2350386,0.46367157,0.66019225,-0.6321383,1761,0.0253075,0.03134375,0.0541,0.05455375,0.3831925,0.2103825,0.13284625,0.2103825,0,33.965424,2014,-97.08690655,19.3832633
1_72_0,995,0.30740142,0.5752914,0.7549896,-0.6436481,2148,0.032925,0.03453375,0.0679875,0.04343,0.31555625,0.178015,0.084185,0.178015,0,1.9596056,2014,-97.02007189,18.87257106
1_73_0,3225,-0.13614312,-0.09262303,0.22843154,-0.32791469,917,0.04184875,0.0530275,0.07423,0.0921875,0.15607,0.1943225,0.17332625,0.1943225,0,24.715225,2014,-97.35370619,19.00435391
1_74_0,2393,-0.08124778,0.011527337,0.2196236,-0.31951523,761,0.0660625,0.07544,0.1034625,0.1205675,0.21173,0.2329325,0.1989975,0.2329325,0,4.9015517,2014,-97.36125204,19.2983725
1_75_0,573,0.29606178,0.58083165,0.7997399,-0.70968956,1940,0.02820875,0.02947375,0.04633125,0.02985875,0.32083625,0.15072125,0.06928,0.15072125,0,8.822712,2014,-96.84193597,18.91811564
1_76_0,2671,0.02305784,0.19831051,0.5540231,-0.5806043,1451,0.01604,0.0255,0.0516525,0.0547325,0.1849725,0.1978975,0.1248025,0.1978975,0,5.479316,2014,-97.17583976,19.38730571
1_77_0,2489,-0.006559067,0.08799969,0.17786942,-0.26401433,1015,0.03912625,0.0503875,0.08329125,0.0968625,0.16887125,0.15338875,0.131925,0.15338875,0,3.831533,2014,-97.3582876,18.86637268
1_78_0,972,0.33048782,0.62888634,0.8213411,-0.74375075,2084,0.023025,0.02693,0.0447225,0.0315775,0.3405675,0.1664375,0.0751925,0.1664375,0,37.017757,2014,-96.82468832,19.02672196
1_79_0,1111,0.29860812,0.581526,0.7832963,-0.69818383,1771,0.02297,0.025115,0.0487375,0.03507,0.2846875,0.15816,0.0770625,0.15816,0,11.922107,2014,-96.85460222,18.97093658
1_80_0,894,0.36122522,0.6564625,0.8213851,-0.7309935,1771,0.0211,0.02319,0.04167,0.027755,0.32459,0.13869,0.06103,0.13869,0,16.271582,2014,-96.86942442,18.95341943
1_81_0,2969,0.07857331,0.21103375,0.45714083,-0.48501307,917,0.0309725,0.0393875,0.06081,0.0711775,0.1963575,0.164925,0.11988,0.164925,0,9.386485,2014,-97.36771991,19.02699145
2_0_0,1362,0.35614195,0.66665787,0.84651995,-0.74074155,2347,0.02818125,0.02620125,0.0481875,0.02732875,0.32888,0.1619275,0.06632375,0.1619275,0,33.1592,2015,-97.04594337,18.79549561
2_1_0,1312,0.36355644,0.6429716,0.85076904,-0.7733455,1699,0.02341,0.02187,0.0457125,0.03078,0.3197225,0.1663,0.071315,0.1663,0,15.754616,2015,-97.01629897,19.39377358
2_2_0,2200,0.28023636,0.56057507,0.80132276,-0.74451065,1511,0.017965,0.02301125,0.049755,0.03709125,0.3649325,0.20033125,0.0919125,0.20033125,0,4.6273675,2015,-97.14889031,19.36951907
2_3_0,2593,-0.003059796,0.08455296,0.20880586,-0.30175573,667,0.0600675,0.07432625,0.10815125,0.13499125,0.2159925,0.2009225,0.17543,0.2009225,0,7.4424376,2015,-97.42458327,19.1191586
2_4_0,2452,-0.004007828,0.096035995,0.26407215,-0.33400422,719,0.05782625,0.06849625,0.10152375,0.11662125,0.1922325,0.2124725,0.17676375,0.2124725,0,3.08707,2015,-97.36556395,19.26791961
2_5_0,789,0.11624429,0.34206223,0.6125695,-0.55457723,2097,0.06241875,0.0645775,0.09632625,0.08422625,0.3522825,0.27276625,0.17247375,0.27276625,0,2.0970075,2015,-96.94596088,18.84184867
2_6_0,2663,-0.03750298,0.03179759,0.2369762,-0.3623082,639,0.0407625,0.0511575,0.0760725,0.0928475,0.2065875,0.201225,0.16322,0.201225,0,8.765364,2015,-97.39736431,19.11242124
2_7_0,3018,-0.012824136,0.074896134,0.26295468,-0.3372707,870,0.0417525,0.0564925,0.094635,0.103985,0.2203375,0.2212725,0.15607,0.2212725,0,7.077233,2015,-97.36529446,19.01917611
2_8_0,2090,0.1656461,0.35215533,0.6418713,-0.59417695,1511,0.0407075,0.0480775,0.07897375,0.07306125,0.32679,0.21877,0.15149125,0.21877,0,13.973203,2015,-97.11735944,19.39188712
2_9_0,1400,0.36758128,0.662041,0.85986257,-0.77032876,1760,0.0300925,0.0281125,0.0410375,0.0243725,0.3368825,0.1483975,0.0642475,0.1483975,0,20.529152,2015,-97.13514608,18.85774885
2_10_0,1038,0.052068632,0.2121621,0.3661473,-0.37079734,1588,0.0649625,0.07852,0.1141325,0.1185875,0.2455,0.2246825,0.1619275,0.2246825,0,3.831628,2015,-96.97641377,18.9302429
2_11_0,917,0.3717737,0.69248235,0.8645273,-0.77015126,1671,0.0163975,0.01868,0.04429625,0.02418,0.3211525,0.14975875,0.0608925,0.14975875,0,8.345529,2015,-96.88424662,19.28166384
2_12_0,800,0.26069325,0.5512758,0.7547061,-0.6557013,2243,0.0263525,0.0283875,0.0641375,0.045575,0.29511,0.1879425,0.09073,0.1879425,0,6.1218834,2015,-97.00551919,18.80843135
2_13_0,789,0.2998771,0.586503,0.7574927,-0.6714191,1921,0.02826375,0.02785125,0.05333,0.0347675,0.2925525,0.14318625,0.06500375,0.14318625,0,10.36378,2015,-96.98557659,18.83295535
2_14_0,2593,0.27554905,0.60141593,0.8140527,-0.7517654,1301,0.0103475,0.0147475,0.03903,0.02737,0.272725,0.1419625,0.0622125,0.1419625,0,7.092461,2015,-97.14592587,19.40212792
2_15_0,1019,0.35980356,0.6501996,0.8424548,-0.7460047,1807,0.0296525,0.0280025,0.043485,0.0255275,0.300665,0.1383325,0.0584175,0.1383325,0,38.340256,2015,-97.01063958,18.91730716
2_16_0,680,0.39617383,0.6954557,0.8575515,-0.7690457,1531,0.02386375,0.0247025,0.04195875,0.0243175,0.3049275,0.13292875,0.05532375,0.13292875,0,19.611803,2015,-96.86160908,18.93859723
2_17_0,1196,0.30405378,0.6079757,0.7326544,-0.65336186,2061,0.0255275,0.0297075,0.059435,0.0396075,0.2585625,0.1450425,0.0704075,0.1450425,0,4.02238,2015,-97.07073688,18.87472701
2_18_0,795,0.06630713,0.2982649,0.5623088,-0.5753534,1832,0.03276,0.039745,0.06972,0.074065,0.2624675,0.229825,0.1439425,0.229825,0,7.080197,2015,-96.82441883,19.0943651
2_19_0,2789,0.028027844,0.13575004,0.2485234,-0.34366146,775,0.0485725,0.06192375,0.09425,0.0911425,0.223225,0.20722,0.13287375,0.20722,0,5.3846707,2015,-97.40221522,19.03642376
2_20_0,667,0.39170653,0.68567455,0.84139955,-0.72768724,2212,0.01987625,0.02147125,0.0458775,0.025115,0.28906,0.137095,0.0570975,0.137095,0,9.63756,2015,-96.9351811,18.79711257
2_21_0,3001,-0.13994785,-0.115934566,0.19061376,-0.28678367,870,0.05925625,0.07020125,0.0997225,0.12388125,0.19061,0.243355,0.234555,0.243355,0,7.3690696,2015,-97.36691143,19.02860842
2_22_0,2386,0.053035345,0.15818281,0.27819756,-0.38618785,714,0.05273875,0.0655675,0.09431875,0.12858375,0.28087875,0.18831375,0.156895,0.18831375,0,2.9460433,2015,-97.34562135,19.32693893
2_23_0,2514,-0.051426392,0.13066792,0.44154447,-0.49446905,815,0.04343,0.0517075,0.0821775,0.090125,0.234005,0.26376,0.17928,0.26376,0,4.041175,2015,-97.35208922,18.83753676
2_24_0,2461,-0.0556675,0.012318274,0.2672298,-0.38208696,815,0.0446675,0.0552275,0.0920225,0.10976,0.2608725,0.2308425,0.2013625,0.2308425,0,2.7802885,2015,-97.37068435,18.84454362
2_25_0,1518,0.34759045,0.622923,0.8362597,-0.78427446,1596,0.02133375,0.0238775,0.03923625,0.0255825,0.35336875,0.163,0.07344625,0.163,0,17.853983,2015,-97.05537568,19.3932346
2_26_0,2655,6.56E-04,0.06721406,0.19057782,-0.27759385,712,0.04635875,0.05928375,0.08818625,0.11048875,0.21289875,0.18468375,0.14728375,0.18468375,0,4.7257247,2015,-97.41649843,19.09813802
2_27_0,2251,0.42262456,0.70600337,0.8480098,-0.7636979,1743,0.01505,0.01549,0.0348225,0.02196625,0.2393125,0.110145,0.04704625,0.110145,0,25.773237,2015,-97.14889031,18.79953802
2_28_0,2592,0.13073584,0.31900576,0.55378187,-0.5744043,815,0.02985875,0.03535875,0.06395875,0.06420625,0.2178075,0.17114,0.11373375,0.17114,0,11.98288,2015,-97.36718092,18.83457232
2_29_0,2707,0.16655017,0.4296767,0.6858683,-0.68032235,1330,0.01153,0.01923,0.047225,0.04772,0.25595,0.180545,0.101345,0.180545,0,18.863844,2015,-97.15832262,19.39916348
2_30_0,1134,0.28248465,0.5507925,0.75989574,-0.70816875,1531,0.0266275,0.027315,0.058445,0.0395525,0.3644925,0.18511,0.0964775,0.18511,0,24.444088,2015,-96.88775005,18.94668207
2_31_0,2337,0.28752148,0.59164554,0.8149416,-0.7367961,1484,0.00686875,0.0085325,0.0269025,0.0163425,0.1991075,0.10965,0.05323375,0.10965,0,20.118591,2015,-97.12786973,19.34068315
2_32_0,989,0.31070662,0.5752555,0.80156267,-0.7192517,1671,0.01883125,0.01968375,0.044475,0.032045,0.26311375,0.1523025,0.07361125,0.1523025,0,16.42883,2015,-96.89394843,19.27169254
2_33_0,2534,0.005768222,0.07161551,0.19207594,-0.28655493,788,0.05388,0.06686,0.1015375,0.1241975,0.2118675,0.20447,0.17455,0.20447,0,10.371263,2015,-97.46581594,18.97417052
2_34_0,2275,0.39494088,0.70912874,0.88004565,-0.7988489,1466,0.01494,0.0149675,0.0314675,0.018185,0.279105,0.1210625,0.04816,0.1210625,0,19.596674,2015,-97.16559897,18.77016311
2_35_0,1201,0.22931583,0.5322779,0.7822451,-0.6988796,1692,0.02341,0.0280575,0.06488,0.04013,0.389215,0.202105,0.0925175,0.202105,0,10.738711,2015,-96.990158,19.29648604
2_36_0,1248,0.23502934,0.5098556,0.71367866,-0.6241428,1727,0.03310375,0.03511125,0.06433,0.05073125,0.26982375,0.17907375,0.09621625,0.17907375,0,2.0969863,2015,-97.14161395,18.83430283
2_37_0,2132,0.3141869,0.6250488,0.8242972,-0.7761742,1511,0.0107325,0.0133175,0.0304775,0.0220075,0.2256725,0.11392625,0.0501675,0.11392625,0,12.475318,2015,-97.13245114,19.3681716
2_38_0,3450,0.08420183,0.3611392,0.6614848,-0.677342,1302,0.01245125,0.01632875,0.0301475,0.02625625,0.13708125,0.12142,0.06189625,0.12142,0,24.845499,2015,-97.25399319,19.20216293
2_39_0,2489,0.029431533,0.12456757,0.34705603,-0.39364675,849,0.0406525,0.0513775,0.0838,0.091665,0.1991075,0.172625,0.1406425,0.172625,0,1.959492,2015,-97.35424518,18.86286925
2_40_0,2657,-0.06873503,0.06720707,0.33685863,-0.39629778,788,0.0456025,0.05311,0.0818475,0.09282,0.19028,0.2226475,0.1691325,0.2226475,0,1.8543341,2015,-97.45503615,18.95853983
2_41_0,636,0.41054788,0.71644706,0.8714924,-0.7670096,2212,0.02402875,0.02526625,0.0447775,0.02334125,0.35721875,0.14483625,0.0568775,0.14483625,0,6.9174967,2015,-96.92601828,18.79792106
2_42_0,1441,0.31998116,0.6048447,0.7939457,-0.6945766,2097,0.02837375,0.02653125,0.05020875,0.0316325,0.29539875,0.15740375,0.07325375,0.15740375,0,12.655713,2015,-97.05645366,18.79980752
2_43_0,1482,0.3583101,0.679162,0.85280746,-0.7563054,1906,0.0222825,0.021045,0.03505625,0.0193125,0.2488,0.11725375,0.04894375,0.11725375,0,29.526775,2015,-97.0993033,18.91784615
2_44_0,998,0.34831968,0.6576334,0.8583853,-0.77283764,1758,0.026325,0.0256375,0.04354,0.025005,0.35218625,0.16191375,0.071975,0.16191375,0,11.606687,2015,-96.83978002,18.95611438
2_45_0,2395,0.025522241,0.17120495,0.46376377,-0.51721233,1330,0.01305625,0.02463375,0.05529625,0.06272125,0.15987875,0.1677575,0.1183125,0.1677575,0,4.047961,2015,-97.18500258,19.36466817
2_46_0,912,0.3622453,0.6733707,0.82683563,-0.7443798,2243,0.03115125,0.03021625,0.05254625,0.03002375,0.3583875,0.16876125,0.07022875,0.16876125,0,7.4458494,2015,-97.03651106,18.81786366
2_47_0,793,0.39747652,0.69804317,0.8685017,-0.77669764,1719,0.02587125,0.0258575,0.04391125,0.0248125,0.3375975,0.158545,0.065705,0.158545,0,41.90362,2015,-96.84678688,19.12966889
2_48_0,617,0.2675174,0.54979205,0.6643517,-0.60417163,2384,0.0300925,0.0370775,0.06598,0.052945,0.31766,0.17411,0.0886675,0.17411,0,3.9150383,2015,-96.84894283,18.88981871
2_49_0,2664,0.01160082,0.06983699,0.14748487,-0.25251266,712,0.0566575,0.076375,0.1120425,0.142265,0.2158825,0.1788675,0.150735,0.1788675,0,4.044239,2015,-97.42620023,19.07765644
2_50_0,791,0.18799762,0.4786246,0.6420031,-0.6276122,2097,0.034795,0.036445,0.0751925,0.058555,0.29698,0.2090075,0.113115,0.2090075,0,3.9140363,2015,-96.94137948,18.84669958
2_51_0,2978,0.20299411,0.50127965,0.77646434,-0.7830984,1008,0.00901375,0.01619125,0.03832875,0.027975,0.2682425,0.17145625,0.07905625,0.17145625,0,29.56395,2015,-97.2041367,19.39134813
2_52_0,1374,0.328457,0.60682577,0.8304213,-0.73596656,1963,0.0240425,0.02704,0.048985,0.029295,0.375575,0.1755125,0.0757425,0.1755125,0,11.176351,2015,-96.85729716,19.01513369
2_53_0,1099,0.26342374,0.53005946,0.74847037,-0.68556005,1921,0.03254,0.0332275,0.056135,0.040075,0.3009125,0.1678125,0.0830575,0.1678125,0,26.90403,2015,-96.97129337,18.80735337
2_54_0,820,0.31745598,0.6215983,0.793805,-0.71855426,1661,0.0191475,0.02396,0.0562175,0.0370225,0.3411725,0.17444,0.078355,0.17444,0,42.101326,2015,-96.85972262,19.30726582
2_55_0,990,0.38379303,0.67553586,0.8493088,-0.75887877,1979,0.02284625,0.02471625,0.04992,0.02963875,0.3564075,0.15979625,0.06987125,0.15979625,0,6.147555,2015,-96.83223417,19.00758784
