index,clase,DEM,ENTIDAD,year,FUENTE_INF,LATITUD,LONGITUD,LAT,LON,LITOLOGIA,MUNICIPIO,Moisture,NBR,NDVI,NDWI,PRE_ANUAL,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,SWIR,TIPO,slope
10_000000000000000001f6,1,3258,Puebla,2014,Google Earth_2014,19 8 39.840,-97 14 21.687,19.144289,-97.239358,Andesita-Dacita,Tlachichuca,0.0514034140,0.2258528320,0.366515785,-0.407576382,1547,0.04035000,0.05363250,0.08096750,0.09316375,0.17450875,0.13433125,0.17158000,Flujo,45.25910369
10_000000000000000001f7,1,3322,Puebla,2014,Google Earth_2014,19 8 45.142,-97 14 38.618,19.146988,-97.246838,Andesita-Dacita,Tlachichuca,-0.1491855230,-0.0327254530,0.326379836,-0.374738246,1436,0.04917750,0.06371125,0.08554625,0.10162000,0.17807000,0.20255875,0.25637625,Flujo,44.86905294
10_000000000000000003a5,1,2240,Puebla,2014,Spot_2014,19 15 5.038,-97 6 49.488,19.251399,-97.113747,Caliza,Quimixtln,0.1759993280,0.4286496340,0.657532215,-0.637390673,1243,0.02055000,0.02349250,0.04164250,0.03713250,0.19946500,0.07832750,0.13508750,Flujo,45.90151026
10_000000000000000003a6,1,2100,Puebla,2014,Spot_2014,19 10 50.334,-97 6 42.849,19.18065,-97.107736,Andesita-Dacita,Chichiquila,0.1738581510,0.3733384610,0.497927457,-0.505690396,1754,0.04288000,0.05385250,0.09224250,0.09848500,0.25969000,0.10775250,0.18106750,Flujo,32.10128854
10_000000000000000003aa,1,2566,Puebla,2014,Spot_2014,19 12 19.091,-97 10 24.437,19.205247,-97.173455,Andesita-Dacita,Chilchotla,0.2570703630,0.5177391770,0.698231101,-0.672942758,994,0.02739750,0.03149500,0.06118125,0.05544750,0.31308125,0.10379250,0.19572500,Flujo,26.8627196
10_000000000000000003ab,1,3111,Puebla,2014,Spot_2014,19 13 5.446,-97 18 11.489,19.21818,-97.303191,Pumicita,Lafragua,0.0734686260,0.2859591840,0.480735004,-0.501843154,1269,0.03255375,0.04266000,0.06835875,0.07351500,0.20095000,0.11407750,0.18150750,Flujo,33.79435346
10_000000000000000003ac,1,2302,Puebla,2014,Spot_2014,19 15 40.056,-97 6 52.672,19.261128,-97.114631,Caliza,Quimixtln,0.1394622770,0.3776116970,0.565168262,-0.553520322,1757,0.02229625,0.02589875,0.04377375,0.04169750,0.14416250,0.07736500,0.12824000,Flujo,64.72922529
10_000000000000000001eb,1,3208,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 0 16.154,-97 12 51.902,19.004487,-97.214417,Andesita-Dacita,La Perla,-0.0521552790,0.0890156250,0.430293828,-0.489827067,1430,0.03841125,0.05152875,0.07711750,0.09011125,0.22623625,0.18846500,0.24805750,Flujo,51.54774677
10_000000000000000001ec,1,2122,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 0 39.453,-97 8 55.823,19.010959,-97.148812,Caliza-Doloma,Coscomatepec,-0.0285757460,0.1452687680,0.445174724,-0.501062334,1523,0.05201000,0.05953125,0.08201250,0.09616125,0.29174125,0.21816500,0.29897375,Flujo,32.39629022
10_000000000000000001ed,1,3116,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 1 21.701,-97 13 5.801,19.022695,-97.232167,Andesita-Dacita,La Perla,0.0797670330,0.3196115490,0.638653219,-0.617691994,1454,0.01890000,0.02313500,0.04953500,0.04541000,0.21791750,0.10921000,0.18051750,Flujo,27.93385618
10_000000000000000001ee,1,3344,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 1 54.518,-97 13 3.001,19.026422,-97.217225,Andesita-Dacita,La Perla,0.1881973300,0.4034144580,0.583120286,-0.612099886,1692,0.00281250,0.01294625,0.03304875,0.03709125,0.13042625,0.06244625,0.10030000,Flujo,44.46541108
10_000000000000000001ef,1,4452,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 3 11.622,-97 16 0.676,19.053129,-97.266854,Dacita-Andesita,Calcahualco,-0.0671007780,-0.0027461890,0.075072259,-0.190579087,2058,0.04728000,0.06903250,0.10468625,0.13760375,0.15810500,0.16113000,0.18098500,Flujo,25.09730106
10_000000000000000001f0,1,1979,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 3 46.776,-97 7 27.315,19.06299,-97.124254,Caliza,Coscomatepec,0.0877318980,0.3038901980,0.636171877,-0.592210114,1778,0.04123000,0.04024000,0.06972000,0.07071000,0.26464000,0.16146000,0.25504250,Flujo,48.17560693
10_000000000000000001f1,1,2885,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 6 3.381,-97 11 52.986,19.100949,-97.198024,Andesita-Dacita,Alpatlhuac,0.1957735570,0.4734442530,0.701234281,-0.688126385,1198,0.01186000,0.01848750,0.04096875,0.04304500,0.20502000,0.06857875,0.12236875,Flujo,30.92972299
10_000000000000000001f3,1,1462,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 6 27.426,-97 2 19.813,19.111815,-97.038837,Andesita-Dacita,Coscomatepec,0.2588388620,0.5413199660,0.724689245,-0.655212224,1964,0.02214500,0.02554125,0.04833875,0.03874125,0.21993875,0.07652625,0.13519750,Flujo,54.5307072
10_000000000000000001f4,1,1468,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 6 30.385,-97 2 23.597,19.108432,-97.043221,Andesita-Dacita,Coscomatepec,0.3022655250,0.5444241170,0.733161688,-0.650245070,1994,0.03135750,0.03130250,0.05443000,0.04487375,0.23191500,0.09309500,0.17398625,Flujo,54.53076216
10_000000000000000001f5,1,1509,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 6 58.884,-97 3 39.724,19.116345,-97.060921,Andesita-Dacita,Calcahualco,0.3054099380,0.5829211470,0.786645293,-0.716144681,1936,0.02027500,0.02110000,0.04431000,0.02943250,0.26706000,0.07087500,0.14419000,Flujo,30.97966877
10_000000000000000001f8,1,2070,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,19 9 11.697,-97 9 23.206,19.153299,-97.156446,Andesita-Dacita,Calcahualco,0.3319858310,0.6278469560,0.841314673,-0.758959889,1550,0.01653500,0.01980750,0.04312750,0.02935000,0.31471750,0.07577000,0.15871000,Flujo,40.1827745
10_00000000000000000236,1,970,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 3 22.882,-96 56 14.910,19.05634,-96.937475,Lahar,Ixhuatln del Caf,0.4069185550,0.6931531430,0.872084379,-0.779699802,1995,0.02129250,0.01791000,0.03595000,0.01901000,0.30011500,0.05649250,0.13288750,Flujo,11.26621294
10_00000000000000000237,1,1160,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 7 58.272,-96 56 59.806,19.13298,-96.949946,Lahar,Huatusco,0.3549492060,0.6426240800,0.811609864,-0.724010408,1954,0.01936750,0.02133375,0.04384250,0.03200375,0.26785750,0.06409625,0.13629750,Flujo,20.76176238
10_000000000000000002b7,1,2104,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 49 56.720,-97 16 47.281,18.832422,-97.2798,Caliza-Lutita,Maltrata,0.0066501070,0.1812355070,0.404180050,-0.452275008,848,0.03875500,0.04668875,0.08293375,0.08793875,0.23632875,0.14791625,0.22697875,Flujo,22.44457094
10_00000000000000000395,1,2137,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 52 1.558,-97 15 48.680,18.869805,-97.263272,Lahar,Maltrata,0.0232621690,0.2359565940,0.461273104,-0.521048546,855,0.01932625,0.02507375,0.05361875,0.06082375,0.18684250,0.10637750,0.16064875,Flujo,16.59083953
10_00000000000000000396,1,2188,Veracruz de Ignacio de la Llave,2014,Google Earth_2014,18 52 13.053,-97 15 46.785,18.870293,-97.263299,Lahar,Maltrata,0.0867904420,0.3041271570,0.504968405,-0.487205267,830,0.02460625,0.03115125,0.05561250,0.05432000,0.15707375,0.08865375,0.12958750,Flujo,14.6366313
10_000000000000000003a4,1,1272,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 12 29.380,-96 55 24.807,19.213702,-96.923571,Lahar,Totutla,0.1463610080,0.3847808840,0.591333926,-0.583238304,1973,0.02635250,0.03166000,0.06570500,0.06427500,0.25028500,0.11273000,0.18637500,Flujo,17.86198843
10_000000000000000003a7,1,1300,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 11 12.495,-96 57 16.114,19.186821,-96.944758,Lahar,Totutla,0.2717502120,0.5314149260,0.741742074,-0.687027574,1960,0.02583000,0.02794750,0.04967250,0.03951125,0.26461250,0.07355625,0.14738000,Flujo,24.52080612
10_000000000000000003a8,1,1595,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 11 38.249,-97 2 53.328,19.195158,-97.048141,Caliza-Doloma,Huatusco,0.2760489280,0.5173667670,0.691597998,-0.657575309,2102,0.00985250,0.01667250,0.04466750,0.04098250,0.20356250,0.06983000,0.11828500,Flujo,3.477297386
10_000000000000000003a9,1,1620,Veracruz de Ignacio de la Llave,2014,Spot_2014,19 11 46.790,-97 2 59.021,19.196364,-97.049725,Caliza-Doloma,Huatusco,0.1989475790,0.4966196420,0.745505691,-0.691053510,2094,0.02137500,0.02654500,0.05553000,0.04684000,0.27984750,0.10805500,0.19803500,Flujo,49.22756686
13_00000000000000000033,1,3802,Puebla,2022,ESRI_Basemap_World_Imagery,19 5 40.726,-97 16 10.689,19.094635,-97.269636,Andesita-Dacita,Tlachichuca,-0.0977648200,0.0404079890,0.393780440,-0.459490746,1790,0.02796125,0.03989625,0.06474250,0.07762625,0.17252875,0.16081375,0.21016250,Flujo,30.84080578
13_00000000000000000034,1,3019,Puebla,2022,ESRI_Basemap_World_Imagery,19 8 17.547,-97 14 25.975,19.137912,-97.240549,Andesita-Dacita,Tlachichuca,0.1905287650,0.4418652060,0.680708647,-0.654929101,1318,0.01661750,0.02123750,0.03988250,0.03925000,0.20183000,0.08553250,0.14966250,Flujo,37.12256023
13_00000000000000000035,1,3559,Puebla,2022,ESRI_Basemap_World_Imagery,19 8 23.701,-97 15 30.668,19.14375,-97.258519,Andesita-Dacita,Tlachichuca,0.2759949560,0.5324518080,0.730550289,-0.679863811,1665,0.00740500,0.01307000,0.03410750,0.02904750,0.18065500,0.05676750,0.10291250,Flujo,39.0337659
13_00000000000000000037,1,3456,Puebla,2022,ESRI_Basemap_World_Imagery,19 9 18.155,-97 15 12.746,19.154765,-97.253541,Andesita-Dacita,Tlachichuca,0.2965254780,0.5573505160,0.749061048,-0.695175946,1604,0.01287750,0.01744250,0.03586750,0.02929500,0.19946500,0.05159750,0.10280250,Flujo,32.40564904
13_00000000000000000030,1,2918,Veracruz de Ignacio de la Llave,2022,ESRI_Basemap_World_Imagery,19 2 33.983,-97 11 5.149,19.044439,-97.184763,Andesita-Dacita,Coscomatepec,0.1566445980,0.3599267900,0.646748066,-0.631271303,1299,0.01667250,0.02176000,0.04414500,0.04095500,0.16176250,0.09821000,0.15235750,Flujo,31.53052394
13_00000000000000000031,1,2314,Veracruz de Ignacio de la Llave,2022,ESRI_Basemap_World_Imagery,19 3 50.227,-97 8 47.126,19.063963,-97.146424,Lahar,Alpatlhuac,0.2992393370,0.5849135520,0.836403012,-0.756671786,1223,0.01810250,0.01972500,0.03952500,0.02517000,0.26453000,0.07057250,0.14463000,Flujo,46.8962286
13_00000000000000000032,1,3032,Veracruz de Ignacio de la Llave,2022,ESRI_Basemap_World_Imagery,19 4 56.861,-97 10 51.285,19.082406,-97.180913,Andesita-Dacita,Alpatlhuac,0.2754598860,0.5655511020,0.785483956,-0.727340400,1328,0.01502250,0.01901000,0.03661000,0.02926750,0.23815750,0.06609000,0.13209000,Flujo,41.13498323
13_00000000000000000036,1,2180,Veracruz de Ignacio de la Llave,2022,ESRI_Basemap_World_Imagery,19 8 52.555,-97 10 10.271,19.147932,-97.16952,Andesita-Dacita,Calcahualco,0.3091726010,0.6216086150,0.834367812,-0.753524244,1486,0.01723625,0.01942250,0.04219250,0.02717750,0.29593500,0.07038000,0.14816375,Flujo,24.34630527
